#hash,score1,score0,filePath,count
2d65a5a61138a7829995d901aa4c00b4,0.9427884817123413,0.16633187324428805,./models/model_will.csv,1
3339b96c098fef6b163804cb2e02a447,0.9187980890274048,0.2529184928061799,./models/model_ref.csv,1
9072c474e143cad7ed64bf2eb27e4a9c,0.9168269038200378,0.2654094556475488,./models/model.csv,1
fbc24edfacdd97655e4e82d8e1b9c960,0.6726922988891602,1.1837414542986797,./models/model1.csv,1
4d930d71886028d2b5b19fd209e973da,0.6644711494445801,-0.6002429018570826,./models/model-1j1jrvn1oa.csv,2
96c85d190e406616e56d3811e804c4f6,0.5468268990516663,0.01365895899442526,./models/model-s0lvkn4e2w.csv,2
13da392c2f9e43a4b2c066d5ac4e8187,0.03865384683012962,0.051598455109275305,./models/model-i8og1rncmm.csv,1
396de57fcec86c66632f3773788e3fb1,0.03846153989434242,3.846153974533081,./models/model-9s37og93oe.csv,2
be8090a311cf776dd9313697aa92e971,0.03846153989434242,0.03846153989434242,./models/model-ql1y9e6iz4.csv,2
adbcab420d8af7e6fd858f0ea9dbe49d,0.03846153989434242,0.01627310575487522,./models/model-mz358oehvr.csv,1
a8c25e7899acc6705a3a304bb2907593,0.03846153989434242,0.03698728544780841,./models/model-uvcljrm43f.csv,1
f016585da506f9913f17f1f9f2e8be59,0.03846153989434242,0.039259854818765934,./models/model-3q8rpi977k.csv,1
